n,p,m
"{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Property or Attribute],""name"":property or attribute,""definition"":['A distinguishing quality or prominent aspect of a person, object, action, process, or substance.'],""label"":Property or Attribute,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20189,""ontology"":NCIT}"
"{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[Property or Attribute],""name"":property or attribute,""definition"":['A distinguishing quality or prominent aspect of a person, object, action, process, or substance.'],""label"":Property or Attribute,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20189,""ontology"":NCIT}"
"{""synonym"":[Unit of Measurement, medication_units_of_measure, Units, unit(s), Unit, unit, medication units of measure, Unit(s), Unit of Measure, UOM, U],""name"":unit of measure,""definition"":['A named quantity in terms of which other quantities are measured or specified, used as a standard measurement of like kinds.'],""label"":Unit of Measure,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25709,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Property or Attribute],""name"":property or attribute,""definition"":['A distinguishing quality or prominent aspect of a person, object, action, process, or substance.'],""label"":Property or Attribute,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20189,""ontology"":NCIT}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""label"":DEFINITION,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P97}","{""data"":A virus that infects and lyses certain bacteria.}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""label"":UMLS_CUI,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P207}","{""data"":C0004651}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""label"":Preferred_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P108}","{""data"":Bacteriophage}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""label"":code,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#code}","{""data"":C14188}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""label"":Legacy_Concept_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P366}","{""data"":Bacteriophage}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""label"":FULL_SYN,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P90}","{""data"":Viruses, Bacterial}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""label"":Semantic_Type,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P106}","{""data"":Virus}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Viruses, Bacterial, Bacteriophage, Phage],""name"":bacteriophage,""definition"":['A non-taxonomic grouping of viruses that infect and lyse certain bacteria and archaea.'],""name_Dataset"":BACTERIOPHAGE,""label"":Bacteriophage,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14188,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}"
"{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}","{""label"":DEFINITION,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P97}","{""data"":A non-taxonomic grouping of viruses based on a shared characteristic.}"
"{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}","{""label"":UMLS_CUI,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P207}","{""data"":C1518674}"
"{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}","{""label"":Preferred_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P108}","{""data"":Other Virus Grouping}"
"{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}","{""label"":code,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#code}","{""data"":C14349}"
"{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}","{""label"":Legacy_Concept_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P366}","{""data"":Other_Virus_Grouping}"
"{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}","{""label"":Semantic_Type,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P106}","{""data"":Virus}"
"{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Other Virus Grouping],""name"":other virus grouping,""definition"":['A non-taxonomic grouping of viruses based on a shared characteristic.'],""label"":Other Virus Grouping,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14349,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}"
"{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[BiologicEntity, organism, Organismal, Taxon, Organism, Organisms],""name"":organism,""definition"":['A living entity.'],""label"":Organism,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14250,""ontology"":NCIT}"
"{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}","{""label"":Has_NICHD_Parent,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A11}","{""synonym"":[BiologicEntity, organism, Organismal, Taxon, Organism, Organisms],""name"":organism,""definition"":['A living entity.'],""label"":Organism,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14250,""ontology"":NCIT}"
"{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}","{""label"":DEFINITION,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P97}","{""data"":An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.}"
"{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}","{""label"":UMLS_CUI,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P207}","{""data"":C0042776}"
"{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}","{""label"":ALT_DEFINITION,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P325}","{""data"":<ncicp:ComplexDefinition xmlns:ncicp='http://ncicb.nci.nih.gov/xml/owl/EVS/ComplexProperties.xsd#'><ncicp:def-definition>In medicine, a very simple microorganism that infects cells and may cause disease. Because viruses can multiply only inside infected cells, they are not considered to be alive.</ncicp:def-definition><ncicp:def-source>NCI-GLOSS</ncicp:def-source></ncicp:ComplexDefinition>}"
"{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}","{""label"":Preferred_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P108}","{""data"":Virus}"
"{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}","{""label"":code,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#code}","{""data"":C14283}"
"{""synonym"":[VIRUS, Viruses, Viruses, General, virus, Virus],""name"":virus,""definition"":['An infectious agent which consists of two parts, genetic material and a protein coat. These organisms lack independent metabolism, and they must infect the cells of other types of organisms to reproduce. Most viruses are capable of passing through fine filters that retain bacteria, and are not visible through a light microscope.'],""label"":Virus,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14283,""ontology"":NCIT}","{""label"":Contributing_Source,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P322}","{""data"":FDA}"
