n,p,m
"{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":404684003}"
"{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Clinical finding}"
"{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Clinical finding (finding)}"
"{""synonym"":[Neoplasm of hematopoietic cell type (disorder)],""name"":neoplasm of hematopoietic cell type,""definition"":[],""label"":Neoplasm of hematopoietic cell type,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414825006,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":414825006}"
"{""synonym"":[Neoplasm of hematopoietic cell type (disorder)],""name"":neoplasm of hematopoietic cell type,""definition"":[],""label"":Neoplasm of hematopoietic cell type,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414825006,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Neoplasm of hematopoietic cell type}"
"{""synonym"":[Neoplasm of hematopoietic cell type (disorder)],""name"":neoplasm of hematopoietic cell type,""definition"":[],""label"":Neoplasm of hematopoietic cell type,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414825006,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplasm of haematopoietic cell type}"
"{""synonym"":[Neoplasm of hematopoietic cell type (disorder)],""name"":neoplasm of hematopoietic cell type,""definition"":[],""label"":Neoplasm of hematopoietic cell type,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414825006,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplasm of hematopoietic cell type (disorder)}"
"{""synonym"":[Neoplasm of hematopoietic cell type (disorder)],""name"":neoplasm of hematopoietic cell type,""definition"":[],""label"":Neoplasm of hematopoietic cell type,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414825006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Neoplasm of hematopoietic cell type (disorder)],""name"":neoplasm of hematopoietic cell type,""definition"":[],""label"":Neoplasm of hematopoietic cell type,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414825006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[Neoplasm affecting haematopoietic structure],""name"":neoplasm affecting hematopoietic structure,""definition"":[],""label"":Neoplasm affecting hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414823004,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":414823004}"
"{""synonym"":[Neoplasm affecting haematopoietic structure],""name"":neoplasm affecting hematopoietic structure,""definition"":[],""label"":Neoplasm affecting hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414823004,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Neoplasm affecting hematopoietic structure}"
"{""synonym"":[Neoplasm affecting haematopoietic structure],""name"":neoplasm affecting hematopoietic structure,""definition"":[],""label"":Neoplasm affecting hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414823004,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplasm affecting hematopoietic structure (disorder)}"
"{""synonym"":[Neoplasm affecting haematopoietic structure],""name"":neoplasm affecting hematopoietic structure,""definition"":[],""label"":Neoplasm affecting hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414823004,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplasm affecting haematopoietic structure}"
"{""synonym"":[Neoplasm affecting haematopoietic structure],""name"":neoplasm affecting hematopoietic structure,""definition"":[],""label"":Neoplasm affecting hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414823004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Neoplasm affecting haematopoietic structure],""name"":neoplasm affecting hematopoietic structure,""definition"":[],""label"":Neoplasm affecting hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414823004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}"
"{""synonym"":[Neoplasm affecting haematopoietic structure],""name"":neoplasm affecting hematopoietic structure,""definition"":[],""label"":Neoplasm affecting hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414823004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of hematopoietic structure (disorder)],""name"":disorder of hematopoietic structure,""definition"":[],""label"":Disorder of hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414027002,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of hematopoietic structure (disorder)],""name"":disorder of hematopoietic structure,""definition"":[],""label"":Disorder of hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414027002,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":414027002}"
"{""synonym"":[Disorder of hematopoietic structure (disorder)],""name"":disorder of hematopoietic structure,""definition"":[],""label"":Disorder of hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414027002,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Disorder of hematopoietic structure}"
"{""synonym"":[Disorder of hematopoietic structure (disorder)],""name"":disorder of hematopoietic structure,""definition"":[],""label"":Disorder of hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414027002,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disorder of haematopoietic structure}"
"{""synonym"":[Disorder of hematopoietic structure (disorder)],""name"":disorder of hematopoietic structure,""definition"":[],""label"":Disorder of hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414027002,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disorder of hematopoietic structure (disorder)}"
"{""synonym"":[Disorder of hematopoietic structure (disorder)],""name"":disorder of hematopoietic structure,""definition"":[],""label"":Disorder of hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414027002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of hematopoietic structure (disorder)],""name"":disorder of hematopoietic structure,""definition"":[],""label"":Disorder of hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414027002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":362965005}"
"{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Disorder of body system}"
"{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disorder of body system (disorder)}"
"{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}"
"{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":129154003}"
"{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Hematologic neoplasm}"
"{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Hematologic neoplasm (disorder)}"
"{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Haematologic neoplasm}"
"{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}"
"{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Observation of a mass],""name"":mass of body structure,""definition"":[],""label"":Mass of body structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/300848003,""ontology"":SNOMEDCT}"
"{""synonym"":[Haematologic neoplasm],""name"":hematologic neoplasm,""definition"":[],""label"":Hematologic neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129154003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[Observation of a mass],""name"":mass of body structure,""definition"":[],""label"":Mass of body structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/300848003,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":300848003}"
"{""synonym"":[Observation of a mass],""name"":mass of body structure,""definition"":[],""label"":Mass of body structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/300848003,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Mass of body structure}"
"{""synonym"":[Observation of a mass],""name"":mass of body structure,""definition"":[],""label"":Mass of body structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/300848003,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":A mass}"
"{""synonym"":[Observation of a mass],""name"":mass of body structure,""definition"":[],""label"":Mass of body structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/300848003,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Mass of body structure (finding)}"
"{""synonym"":[Observation of a mass],""name"":mass of body structure,""definition"":[],""label"":Mass of body structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/300848003,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Lump}"
